Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti-2.webp?v=1773234221,3,Woman wearing a Lavender Pure Tissue Cotton Saree with Rich Red Border with a black blouse indoors.,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti-3.webp?v=1773234221,4,Woman wearing a Lavender Pure Tissue Cotton Saree with Rich Red Border with a black blouse indoors.,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-1.webp?v=1773234221,5,"Lavender color Pure Tissue Cotton Saree with intricate patterns on a beige surface, featuring the IJOR brand.",,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-1-2.webp?v=1773234221,6,Folded Lavender Color Pure Tissue Cotton saree with red border and 'IJOR' brand logo on a textured surface,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-2.webp?v=1773234221,7,"Lavender Color Pure Tissue Cotton Saree with Rich Red intricate patterns on a beige background, featuring the brand 'IJOR'.",,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-3.webp?v=1773234221,8,Lavender Color Pure Tissue Cotton Saree with Rich Red Border with a white bag featuring 'IJOR' branding on a textured surface.,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-4.webp?v=1773234221,9,Lavender Color Pure Tissue Cotton Saree with Rich Red Border with intricate patterns on a branded background,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-5.webp?v=1773234221,10,Lavender Color Pure Tissue Cotton Saree with Rich Red Border with IJOR branding on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-6.webp?v=1773234221,11,"Lavender Color Pure Tissue Cotton Saree with Rich Red Border with intricate patterns on a textured surface, featuring the IJOR brand.",,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-8.webp?v=1773234221,12,"Lavender Color Pure Tissue Cotton Saree with Rich Red Borderr on a beige carpet, featuring the IJOR brand.",,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-pure-tissue-cotton-saree-with-rich-red-pallu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/GreyTissueSareewithRichRedBorder-9.webp?v=1773234221,13,Lavender Color Pure Tissue Cotton Saree with Rich Red Border with a brand label on a beige carpet,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border,"<h2>Key Features</h2>
<p>🧵 <strong>Fabric:</strong> Pure Tissue Cotton – Soft, lightweight, and breathable for all-day comfort</p>
<p>🎨 <strong>Color:</strong> Sea Foam body with a rich red border for a striking contrast</p>
<p>✨ <strong>Detailing:</strong> Power loom craftsmanship with elegant tissue texture</p>
<p>👗 <strong>Blouse Piece:</strong> Included (0.80 meters)</p>
<p>📏 <strong>Length:</strong> Saree – 5.5 meters | Blouse Piece – 1 meter</p>
<p>🚚 <strong>Shipping:</strong> Free delivery across India within 7-10 business days</p>
<p>💳 <strong>Payment:</strong> Cash on Delivery available</p>
<p>💰 <strong>Pricing:</strong> Inclusive of all taxes/GST included</p>
<p>🧼 <strong>Care Instructions:</strong> Dry clean or dry wash only</p>
<h2>Product Description</h2>
<p>The <strong>Turquoise Blue Pure Tissue Cotton Saree</strong> is a masterpiece that celebrates the timeless elegance of Indian heritage. Crafted with meticulous attention to detail, this saree features a delicate sea foam hue that exudes grace and sophistication, beautifully complemented by a rich red border that adds a touch of regal charm.</p>
<p>Woven from pure tissue cotton, this saree offers an exquisite blend of lightweight comfort and luxurious texture. The soft, breathable fabric drapes effortlessly, creating fluid silhouettes that flatter every figure. Whether you're attending a festive celebration, a traditional ceremony, or an elegant evening gathering, this saree ensures you make a memorable impression.</p>
<p>Each piece reflects the artistry of skilled craftsmen who have perfected the power loom technique, ensuring consistent quality while honoring traditional weaving methods. The tissue cotton fabric catches the light beautifully, creating a subtle sheen that enhances its premium appeal.</p>
<p>Versatile and timeless, this saree is designed for the modern woman who values both tradition and comfort. Pair it with traditional jewelry for a classic look, or style it with contemporary accessories for a fusion ensemble. The included blouse piece allows you to customize your look to perfection.</p>
<p>Experience the pride of wearing a saree that embodies India's rich textile heritage while offering the comfort and elegance you deserve.</p>",Ijor Ethnic,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Saris & Lehengas,Pure Tissue Cotton,Saree,true,Title,Default Title,,,,,,,,169SDE326SFSF,400.0,,0,deny,manual,1950.00,2599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti_4_of_4.webp?v=1773234568,1,Woman wearing a Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border with pink border indoors,false,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border | Ijor Ethnic,"Turquoise Blue tissue cotton saree with red border. Soft, lightweight & breathable. Includes blouse piece. Free delivery & COD across India. Shop Now",8248,,,,,,,,,,,,,,green,,,,,g,,400.00,active
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti_3_of_4.webp?v=1773234568,2,"Woman wearing a Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border with pink border, posing indoors.",,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti_2_of_4.webp?v=1773234568,3,Woman wearing a Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border indoors.,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/Aarti_1_of_4.webp?v=1773234568,4,Woman wearing a Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border and sunglasses.,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-1.webp?v=1773234568,5,"Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border on a textured surface, featuring the 'IJOR' brand.",,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-2.webp?v=1773234568,6,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border and 'IJOR' branding on a textured surface,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-3.webp?v=1773234568,7,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border and 'IJOR' branding on a textured surface.,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-4.webp?v=1773234568,8,"Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border on a brown surface, with IJOR branding visible.",,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-5.webp?v=1773234568,9,"Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border on a textured surface, IJOR brand visible",,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-6.webp?v=1773234568,10,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border with IJOR branding and product details,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-blue-pure-tissue-cotton-saree-with-rich-red-border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0702/5773/7865/files/SeaFoamGreenTissueSareewithRichRedBorder-7.webp?v=1773234568,11,Turquoise Blue Pure Tissue Cotton Saree with Rich Red Border with red border on a textured surface,,,,,,,,,,,,,,,,,,,,,,,,,,
